Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2015 [YR2015],2019 [YR2019]
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.5414634146342,78.690243902439,78.7878048780488
United States,USA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
United States,USA,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..
United States,USA,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,2.11059953280595,2.18747766821268,2.38935481527633
United States,USA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,7.3,6.8,6.4
United States,USA,Net migration,SM.POP.NETM,1030731,1221849,1158444
United States,USA,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.8282086784088,0.806550431781924,0.802542622116478
United States,USA,"Patent applications, residents",IP.PAT.RESD,241977,288335,285113
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.5578891017556,96.3747093495951,97.0093298983949
United States,USA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,97.1058935492494,97.2170064932042,97.113840693715
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,9.221851825,8.163752791,7.663692516
United States,USA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.438403934240341,0.662890195846558,0.117876663804054
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.0281784974361,14.3277540980291,15.7918008297391
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,33.8157800778799,35.0633286762825,35.8931756713915
United States,USA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
United States,USA,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,64.8,67.4,..
United States,USA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5
United States,USA,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,..,..
United States,USA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,16.7816091954023,19.3548387096774,23.4338747099768
United States,USA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,82.7037659186516,81.9221767115272,82.972330401552
United States,USA,Regulatory Quality: Estimate,RQ.EST,1.4438453912735,1.24220669269562,1.33457458019257
United States,USA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,10.1203551472397,13.2285932109672,..
United States,USA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.44,9.03,10.42
United States,USA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,2.71444988250732,2.78699994087219,3.170490026474
United States,USA,Rule of Law: Estimate,RL.EST,1.63102221488953,1.56277310848236,1.42403542995453
United States,USA,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,100.299911499023,100.981300354004
United States,USA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,1.00507998466492,0.994910001754761
United States,USA,Scientific and technical journal articles,IP.JRN.ARTC.SC,409511.63,428203.78,438020.45
United States,USA,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,0.325186551,1.487122058,2.274658493
United States,USA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,..,11,11
United States,USA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,26.3281159177314
United States,USA,Tree Cover Loss (hectares),AG.LND.FRLS.HA,2167662,2289649,2109918
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.63,5.28,3.67
United States,USA,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,8,9,..
United States,USA,Voice and Accountability: Estimate,VA.EST,1.1336270570755,1.1098393201828,0.905322194099426
Switzerland,CHE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100
Switzerland,CHE,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.000268823061227591,0.00191465723362187,0.00151943020124027
Switzerland,CHE,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0.00181844252396627,0.00116533389883866
Switzerland,CHE,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.8328388786286,38.4205685464246,38.1050341397781
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.662940574514361,0.62644626050893,0.647745526895984
Switzerland,CHE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,5.21584158415842,4.22256683168317,4.21782178217822
Switzerland,CHE,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..
Switzerland,CHE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.63047104736056,4.59482082386875,4.74880946988912
Switzerland,CHE,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.77742182049657,4.71974534905117,4.35860986463416
Switzerland,CHE,Coastal protection,EN.CLC.CSTP.ZS,..,..,..
Switzerland,CHE,Control of Corruption: Estimate,CC.EST,2.06414246559143,2.09469723701477,1.94505643844604
Switzerland,CHE,Cooling Degree Days,EN.CLC.CDDY.XD,85.23,175.2,143.16
Switzerland,CHE,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,2.384527349,2.414640809,..
Switzerland,CHE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,..
Switzerland,CHE,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,51.7808280258886,50.0889972059633,..
Switzerland,CHE,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.11,1.8,1.68
Switzerland,CHE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3347.6183556895,2960.07338939119,..
Switzerland,CHE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.52,1.54,1.48
Switzerland,CHE,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,98.98,99.43,97.32
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,31.2482719393317,31.6857178507946,32.034468558678
Switzerland,CHE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,51.5535501709518,50.1682254807986,..
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.24339733550173,1.64462768699285,1.14198232505277
Switzerland,CHE,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..
Switzerland,CHE,Gini index,SI.POV.GINI,32.6,32.3,..
Switzerland,CHE,Government Effectiveness: Estimate,GE.EST,1.8709591627121,1.96786153316498,1.91630423069
Switzerland,CHE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,15.1756076812744,15.384970664978,15.6454629898071
Switzerland,CHE,Heat Index 35,EN.CLC.HEAT.XD,0,0,0
Switzerland,CHE,Heating Degree Days,EN.CLC.HDDY.XD,8950.88,7803.98,7883.53
Switzerland,CHE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.19,4.73,..
Switzerland,CHE,Income share held by lowest 20%,SI.DST.FRST.20,7.8,7.8,..
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.9,87.4790556,93.14608695
Switzerland,CHE,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,81.236,83.181,84.142
Switzerland,CHE,Land Surface Temperature,EN.LND.LTMP.DC,9.56325847,12.6858763,11.9369179
Switzerland,CHE,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,8.0366132723,6.5061670481,6.4988558352
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2463414634147,82.8975609756098,83.9048780487805
Switzerland,CHE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Switzerland,CHE,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..
Switzerland,CHE,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,0.70649636500565,0.630833719614469,0.587940222826543
Switzerland,CHE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.6,4.3,4
Switzerland,CHE,Net migration,SM.POP.NETM,75604,71488,43546
Switzerland,CHE,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.332733592301201,0.29960750536439,0.279884544761221
Switzerland,CHE,"Patent applications, residents",IP.PAT.RESD,1622,1477,1369
Switzerland,CHE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,96.6999977062919,96.699996373961,96.6999987666662
Switzerland,CHE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,98.714353917625,99.2319222259616,99.6998094734838
Switzerland,CHE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,13.15189172,11.59075488,9.902709701
Switzerland,CHE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.25859427452087,1.32649421691895,1.31083822250366
Switzerland,CHE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.7899243144926,17.8617649061815,18.5569421853672
Switzerland,CHE,Population density (people per sq. km of land area),EN.POP.DNST,198.032658685794,209.626620751132,217.042781721823
Switzerland,CHE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,15,14.7,15.5
Switzerland,CHE,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,52,53.9,..
Switzerland,CHE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5
Switzerland,CHE,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,..,..
Switzerland,CHE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,29,32,41.5
Switzerland,CHE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,80.6696350502428,83.9233495492339,85.5121467660678
Switzerland,CHE,Regulatory Quality: Estimate,RQ.EST,1.62086713314056,1.72945630550385,1.65198791027069
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,56.7295464179737,62.1979817540887,..
Switzerland,CHE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,20.56,23.94,24.76
Switzerland,CHE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,3.07832002639771,3.19679999351501
Switzerland,CHE,Rule of Law: Estimate,RL.EST,1.74979496002197,1.90945196151733,1.86311888694763
Switzerland,CHE,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.392906188965,102.15592956543,101.593048095703
Switzerland,CHE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.981530010700226,0.979340016841888,0.968580007553101
Switzerland,CHE,Scientific and technical journal articles,IP.JRN.ARTC.SC,18709.05,21848.15,22336.94
Switzerland,CHE,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,-0.251382787,-1.76179618,-0.367258417
Switzerland,CHE,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,..,6,6
Switzerland,CHE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,9.99342442212193
Switzerland,CHE,Tree Cover Loss (hectares),AG.LND.FRLS.HA,1738,773,3519
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.81,4.8,4.39
Switzerland,CHE,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,..,..
Switzerland,CHE,Voice and Accountability: Estimate,VA.EST,1.58491122722626,1.55852127075195,1.49498355388641
Netherlands,NLD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100
Netherlands,NLD,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.597732613826022,0.341319074512326,0.201138066501046
Netherlands,NLD,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0,0,0
Netherlands,NLD,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.5084494515268,54.8262548262548,53.959013959014
Netherlands,NLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.77850926254758,1.72432783388019,1.63580569580164
Netherlands,NLD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,99.3636363636364,76.4636363636364,76.3945454545455
Netherlands,NLD,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..
Netherlands,NLD,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,6.3822789012044,5.79152409139051,6.00082384419398
Netherlands,NLD,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.2983113129908,9.29024293675951,8.41396927991521
Netherlands,NLD,Coastal protection,EN.CLC.CSTP.ZS,..,100,100
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,2.09006071090698,1.83362650871277,1.86780214309692
Netherlands,NLD,Cooling Degree Days,EN.CLC.CDDY.XD,152.6,142.24,231.02
Netherlands,NLD,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,2.501471407,2.484189992,..
Netherlands,NLD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,21.6315921857969,38.6535840828564,..
Netherlands,NLD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,16.3028492034755,35.0210076536413,..
Netherlands,NLD,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,4.01,3.39,3.04
Netherlands,NLD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5025.32091625393,4233.04385740124,..
Netherlands,NLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.79,1.66,1.57
Netherlands,NLD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,89.65,101.11,100.83
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,11.0726356359324,10.8354618354618,10.9465399465399
Netherlands,NLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.6745002289704,93.4610046096056,..
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.34273933636553,1.95916972105708,1.95558841574046
Netherlands,NLD,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..
Netherlands,NLD,Gini index,SI.POV.GINI,27.8,28.2,29.2
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,1.77032697200775,1.82900989055634,1.76726531982422
Netherlands,NLD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,11.7047338485718,11.8186254501343,11.8349256515503
Netherlands,NLD,Heat Index 35,EN.CLC.HEAT.XD,0,0,0
Netherlands,NLD,Heating Degree Days,EN.CLC.HDDY.XD,6275.45,5088.82,4919.32
Netherlands,NLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.05,3.49,..
Netherlands,NLD,Income share held by lowest 20%,SI.DST.FRST.20,9,8.9,8.6
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.72,91.72413793,93.2885906
Netherlands,NLD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,78.384,79.963,81.252
Netherlands,NLD,Land Surface Temperature,EN.LND.LTMP.DC,13.1562048,14.6551477,15.5930908
Netherlands,NLD,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,20.7518511487,15.969242453,17.0006069189
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7024390243902,81.509756097561,82.1121951219512
Netherlands,NLD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Netherlands,NLD,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..
Netherlands,NLD,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,1.07596207589179,1.02878573001778,0.895918718118102
Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.4,4.1,4
Netherlands,NLD,Net migration,SM.POP.NETM,35628,57677,60266
Netherlands,NLD,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.526682175938771,0.544585265942472,0.490094944246928
Netherlands,NLD,"Patent applications, residents",IP.PAT.RESD,2527,2207,2228
Netherlands,NLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.9820641587202,99.97616034769,99.9714383332555
Netherlands,NLD,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,97.4662137375054,97.483421230176,97.4970818170631
Netherlands,NLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,15.71146331,12.65099613,12.0392862
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.940750122070313,0.912540197372437,0.821221172809601
Netherlands,NLD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.4472914886499,17.8882505142345,19.3190662940831
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,492.599881411207,503.116216216216,515.143272943273
Netherlands,NLD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,12.7,13.4
Netherlands,NLD,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,55,57.4,..
Netherlands,NLD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2.5,2.5,2.5
Netherlands,NLD,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,..,..
Netherlands,NLD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,40.6666666666667,37.3333333333333,31.3333333333333
Netherlands,NLD,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,82.4903762398494,83.8557412583424,85.601018991599
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,1.72908127307892,1.78769791126251,1.84916996955872
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,9.38794332187474,12.4420823112565,..
Netherlands,NLD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.85,5.75,8.61
Netherlands,NLD,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1.70404005050659,2.1460599899292,2.18435001373291
Netherlands,NLD,Rule of Law: Estimate,RL.EST,1.81173205375671,1.90730941295624,1.73514080047607
Netherlands,NLD,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.750358581543,106.059417724609,104.578910827637
Netherlands,NLD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.991249978542328,1.00826001167297,1.0064799785614
Netherlands,NLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,29127.43,31178.38,31458.37
Netherlands,NLD,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,-0.270088481,-0.431158078,-0.892385172
Netherlands,NLD,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,..,2,2
Netherlands,NLD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,25.3090326090471
Netherlands,NLD,Tree Cover Loss (hectares),AG.LND.FRLS.HA,3403,894,2481
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.99,6.87,3.38
Netherlands,NLD,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,..,..
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,1.45056891441345,1.56116330623627,1.48340129852295
,,,,,,
,,,,,,
,,,,,,
Data from database: Environment Social and Governance (ESG) Data,,,,,,
Last Updated: 01/17/2024,,,,,,
